Id,Site Id,Longitude,Latitude,Report Date / Time,Air Temperature,Wet Bulb,Dew Point,Concrete Temp.,Grass Temp.,Min. Temp. (last 24hr),Max. Temp. (last 24hr),Soil Temp. (at 10cm),Soil Temp. (at 30cm),Soil Temp. (at 100cm),Mean Sea-Level Pressure,Pressure (At Station),Relative Humidity,Rainfall Rate,Rainfall Accumulation,Rainfall,Wind Speed,Wind Direction,Wind Gust,Wind Gust Direction,Snow Depth,Soil Moisture,Present Weather,Visibility,Total Cloud Cover,Sunshine,Ground State,Day of Thunder,Day of Gales,Day of Hail,Day of Snow,Weather Diary,Travel Disruption,Hazards causing Travel Disruption,Property or Infrastructure Damage,Hazards causing Property or Infrastructure Damage,Personal Health and Safety,Hazards causing Personal Health and Safety,Utility Disruption,Hazards causing Utility Disruption,Service or Business Disruption,Hazards causing Service or Business Disruption,Agriculture Habitat Damage,Hazards causing Agriculture Habitat Damage,Disruption to Camping Events Leisure Activities,Hazards causing Disruption to Camping Events Leisure Activities,v1_Coastal,v1_Flood,v1_Ice,v1_Landslide,v1_Lightning,v1_PoorVisibility,v1_Snow,v1_Wildfire,v1_Wind,v1_Other,file_name,source_file
﻿20221030mswk6okz7ae65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,30/10/2022 0:50,17.2,,8.4,,,6.7,17.9,,,,1007.7,,56,0.0,0.0,,15.0,22.5,20.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221030bics7tkz6he65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,30/10/2022 1:50,17.9,,7.9,,,6.7,18.6,,,,1006.5,,52,0.0,0.0,,17.0,0.0,24.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221030bqu5qonz9he65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,30/10/2022 2:50,18.7,,8.9,,,6.7,19.2,,,,1005.5,,53,0.0,0.0,,19.0,22.5,26.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221030pfsdcnnayhe65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,30/10/2022 3:50,19.4,,9.3,,,6.7,20.2,,,,1004.1,,52,0.0,0.0,,19.0,22.5,28.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
202210305cznc81abhe65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,30/10/2022 4:50,19.4,,9.0,,,6.7,20.2,,,,1002.7,,51,0.0,0.0,,19.0,22.5,29.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
202210308a75a8nadye65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,30/10/2022 5:50,19.6,,9.8,,,6.7,20.4,,,,1002.0,,53,0.0,0.0,,23.0,22.5,30.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221030i1eiw9narye65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,30/10/2022 6:50,17.6,,10.0,,,6.7,20.4,,,,1000.7,,61,0.0,0.0,,20.0,22.5,31.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
202210306zrnikkafye65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,30/10/2022 7:50,17.6,,10.2,,,17.5,20.4,,,,999.8,,62,0.0,0.0,,21.0,22.5,35.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221030p7ei8a4agre65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,30/10/2022 8:50,17.5,,9.9,,,17.3,20.4,,,,999.3,,61,0.0,0.0,,22.0,22.5,35.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
2022103057sbobka8re65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,30/10/2022 9:50,16.6,,10.5,,,16.5,20.4,,,,997.3,,67,0.0,0.0,,26.0,22.5,37.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221030cf3jtw1aeee65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,30/10/2022 10:50,17.0,,9.7,,,16.5,20.4,,,,996.7,,62,0.0,0.0,,29.0,22.5,48.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221030oy6hmm4ajee65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,30/10/2022 11:50,17.7,,9.6,,,16.5,20.4,,,,994.9,,59,0.0,0.0,,24.0,22.5,48.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
202210307wmbsn4akee65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,30/10/2022 12:50,17.8,,10.7,,,16.5,20.4,,,,994.9,,63,0.0,0.0,,26.0,22.5,48.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
202210308w1xad4amce65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,30/10/2022 13:50,18.0,,11.3,,,16.5,20.4,,,,994.2,,65,0.0,0.0,,30.0,22.5,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221030i9mf7pkacce65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,30/10/2022 14:50,17.3,,12.2,,,16.5,20.4,,,,993.7,,72,0.0,0.0,,24.0,22.5,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221030bbj5yanapoe65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,30/10/2022 15:50,16.6,,12.8,,,16.5,20.4,,,,992.8,,78,0.0,0.0,,26.0,22.5,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221030oanxqfnaqoe65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,30/10/2022 16:50,16.4,,13.1,,,16.3,20.4,,,,991.5,,81,0.0,0.0,,21.0,22.5,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
202210303sy6et4axoe65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,30/10/2022 17:50,17.1,,13.6,,,16.3,20.4,,,,990.9,,80,0.0,0.0,,24.0,22.5,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221030e8n51wnaowe65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,30/10/2022 18:50,18.5,,13.1,,,16.3,20.4,,,,990.6,,71,0.0,0.0,,15.0,337.5,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221030wdncb71atwe65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,30/10/2022 19:50,18.3,,13.2,,,16.3,18.5,,,,990.6,,72,0.0,0.0,,16.0,0.0,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
202210307nmm3b4a1we65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,30/10/2022 20:50,19.4,,12.9,,,16.3,19.6,,,,991.3,,66,0.0,0.0,,12.0,315.0,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221030cpnikxnauae65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,30/10/2022 21:50,20.1,,12.3,,,16.3,20.1,,,,991.3,,61,0.0,0.0,,15.0,337.5,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221030w97rys4awae65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,30/10/2022 22:50,20.6,,11.2,,,16.3,20.9,,,,991.6,,55,0.0,0.0,,21.0,315.0,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221030eoczy81aihe65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,30/10/2022 23:50,20.0,,11.7,,,16.3,21.2,,,,991.7,,59,0.0,0.0,,13.0,315.0,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
﻿202210311yyam64ashe65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,31/10/2022 0:50,19.4,,10.9,,,16.3,21.2,,,,990.6,,58,0.0,0.0,,17.0,337.5,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
202210317zecia4azhe65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,31/10/2022 1:50,19.0,,11.1,,,16.3,21.2,,,,991.1,,60,0.0,0.0,,19.0,315.0,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221031fmbn474a3ye65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,31/10/2022 2:50,18.1,,9.5,,,16.3,21.2,,,,990.1,,57,0.0,0.0,,14.0,292.5,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221031iq1n7hka4ye65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,31/10/2022 3:50,18.9,,9.9,,,16.3,21.2,,,,988.9,,56,0.0,0.0,,14.0,337.5,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221031dns4qz1a5re65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,31/10/2022 4:50,16.5,,11.0,,,16.3,21.2,,,,988.9,,70,0.0,0.0,,11.0,315.0,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221031c4upfzkahre65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,31/10/2022 5:50,16.2,,10.3,,,16.3,21.2,,,,988.3,,68,0.0,0.0,,9.0,315.0,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
202210313mwmwz1a7re65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,31/10/2022 6:50,12.2,,10.8,,,16.3,21.2,,,,989.4,,91,0.0,0.2,,10.0,225.0,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221031dufzdb1a6ee65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,31/10/2022 7:50,11.5,,9.8,,,11.3,21.2,,,,989.9,,89,0.0,0.8,,14.0,225.0,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
202210311jojue4a9ee65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,31/10/2022 8:50,11.2,,9.3,,,11.1,21.2,,,,989.9,,88,0.0,0.8,,7.0,225.0,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
202210316he9fyn3yee65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,31/10/2022 9:50,11.2,,9.3,,,10.8,21.2,,,,990.6,,88,0.0,0.8,,6.0,247.5,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221031kzc6qy13bce65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,31/10/2022 10:50,10.8,,9.1,,,10.7,21.2,,,,990.1,,89,0.0,0.8,,5.0,247.5,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221031zjuas7n3nce65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,31/10/2022 11:50,10.4,,8.5,,,10.4,21.2,,,,990.1,,88,0.2,1.0,,7.0,270.0,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221031r8z7rs13doe65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,31/10/2022 12:50,10.1,,8.0,,,10.1,21.2,,,,989.6,,87,0.0,1.0,,8.0,247.5,42.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221031odt5kx43roe65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,31/10/2022 13:50,9.5,,7.6,,,9.5,21.2,,,,988.9,,88,0.0,1.0,,6.0,270.0,8.0,247.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221031h5ymu513foe65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,31/10/2022 14:50,8.7,,6.8,,,8.7,21.2,,,,989.1,,88,0.0,1.0,,6.0,270.0,9.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221031f5orjjn3gwe65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,31/10/2022 15:50,9.2,,6.3,,,8.6,21.2,,,,989.2,,82,0.0,1.0,,9.0,270.0,14.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221031tzdbynn38we65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,31/10/2022 16:50,8.8,,6.6,,,8.6,21.2,,,,989.4,,86,0.2,1.2,,10.0,270.0,17.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221031e8mez6n3eae65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,31/10/2022 17:50,8.0,,6.1,,,7.9,21.2,,,,989.4,,88,1.0,2.2,,5.0,315.0,18.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221031cdtseik3jae65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,31/10/2022 18:50,7.8,,5.6,,,7.8,21.2,,,,990.1,,86,0.4,2.6,,8.0,270.0,18.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221031zwmp7mk3kae65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,31/10/2022 19:50,7.9,,6.0,,,7.7,7.9,,,,990.7,,88,0.0,2.6,,9.0,315.0,18.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221031rsa57h13mhe65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,31/10/2022 20:50,9.1,,5.7,,,7.7,9.1,,,,991.4,,79,0.0,2.6,,7.0,315.0,18.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221031xkqg3p13che65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,31/10/2022 21:50,10.6,,4.7,,,7.7,10.7,,,,991.6,,67,0.0,2.6,,10.0,292.5,18.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
202210319rzdszn3phe65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,31/10/2022 22:50,11.8,,4.5,,,7.7,12.3,,,,991.7,,61,0.0,0.0,,13.0,315.0,19.0,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
20221031ezh9za43xye65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,31/10/2022 23:50,11.9,,4.4,,,7.7,12.4,,,,991.5,,60,0.0,0.0,,13.0,337.5,20.0,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_oct.csv,00_ma_oct.csv
?202211011h1bzcn3oye65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,1/11/2022 0:50,12.9,,4.1,,,7.7,14.3,,,,991.3,,55,0.0,0.0,,10.0,315.0,20.0,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221101n98j1m43tre65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,1/11/2022 1:50,7.9,,5.7,,,7.7,14.3,,,,992.1,,86,0.0,0.6,,14.0,247.5,25.0,247.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221101pu6n5e431re65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,1/11/2022 2:50,8.9,,6.2,,,7.7,14.3,,,,992.4,,83,0.0,1.0,,7.0,315.0,25.0,247.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
202211013ngdgkn3ure65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,1/11/2022 3:50,9.8,,6.7,,,7.7,14.3,,,,991.9,,81,0.0,1.2,,8.0,292.5,25.0,247.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
202211018bsdbhk3wee65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,1/11/2022 4:50,7.4,,4.9,,,7.7,14.3,,,,992.7,,84,0.0,1.8,,17.0,225.0,28.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
2022110118tp8g43iee65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,1/11/2022 5:50,10.9,,5.0,,,7.7,14.3,,,,992.4,,67,0.0,1.8,,13.0,247.5,28.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
202211017bzra413see65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,1/11/2022 6:50,11.2,,4.7,,,7.7,14.3,,,,993.6,,64,0.0,1.8,,18.0,225.0,34.0,247.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221101mhqpffk3zce65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,1/11/2022 7:50,9.6,,4.8,,,8.5,14.3,,,,994.9,,72,0.0,1.8,,12.0,225.0,34.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221101aq3rb413ace65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,1/11/2022 8:50,8.6,,3.2,,,8.5,14.3,,,,995.9,,69,0.0,1.8,,13.0,247.5,34.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221101epcp41133oe65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,1/11/2022 9:50,7.7,,3.0,,,7.4,14.3,,,,997.5,,72,0.0,1.8,,15.0,270.0,34.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
202211015axwub435oe65f71yyb96sc5ar,432846061,144.8321991,-37.66540146,1/11/2022 11:50,6.7,,3.5,,,6.1,14.3,,,,999.5,,80,0.0,1.8,,10.0,270.0,34.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221101py3taik3hwe65f7oyyb96smhca,432846061,144.8321991,-37.66540146,1/11/2022 12:50,5.6,,2.9,,,5.6,14.3,,,,1000.0,,83,0.0,1.8,,12.0,270.0,34.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221101aebrna137we65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,1/11/2022 13:50,5.8,,3.0,,,5.6,14.3,,,,1000.6,,82,0.0,1.8,,14.0,270.0,17.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221101ycdr3i136ae65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,1/11/2022 14:50,6.0,,2.8,,,5.6,14.3,,,,1001.3,,80,0.0,1.8,,12.0,270.0,18.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221101m6zu1dk39ae65f7oyyb96smhca,432846061,144.8321991,-37.66540146,1/11/2022 15:50,5.7,,2.9,,,5.6,14.3,,,,1001.7,,82,0.0,1.8,,15.0,270.0,18.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
202211014u381ik4yae65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,1/11/2022 16:50,5.9,,2.9,,,5.6,14.3,,,,1002.4,,81,0.0,1.8,,14.0,270.0,19.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221101gz4s6rk4bhe65f7oyyb96smhca,432846061,144.8321991,-37.66540146,1/11/2022 17:50,5.5,,2.7,,,5.3,14.3,,,,1003.1,,82,0.0,1.8,,12.0,270.0,19.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221101whzxrik4nhe65f7oyyb96smhca,432846061,144.8321991,-37.66540146,1/11/2022 18:50,5.1,,2.6,,,5.1,14.3,,,,1003.7,,84,0.0,1.8,,9.0,270.0,19.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
202211016qcqid44dhe65f7oyyb96smhca,432846061,144.8321991,-37.66540146,1/11/2022 19:50,5.5,,2.8,,,5.1,5.8,,,,1004.9,,83,0.0,1.8,,10.0,292.5,19.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221101qabrmc14fye65f7oyyb96smhca,432846061,144.8321991,-37.66540146,1/11/2022 20:50,8.1,,4.1,,,5.1,8.1,,,,1005.9,,76,0.0,1.8,,14.0,270.0,19.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
202211019unbhen4gye65f7oyyb96smhca,432846061,144.8321991,-37.66540146,1/11/2022 21:50,9.6,,3.8,,,5.1,9.7,,,,1006.9,,67,0.0,1.8,,16.0,270.0,22.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221101gakoj3448re65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,1/11/2022 22:50,10.2,,3.9,,,5.1,11.3,,,,1007.6,,65,0.0,0.0,,18.0,247.5,22.0,247.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221101p6jw63n4ere65f7oyyb96smhca,432846061,144.8321991,-37.66540146,1/11/2022 23:50,12.3,,4.8,,,5.1,12.5,,,,1008.1,,60,0.0,0.0,,16.0,247.5,22.0,247.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
?2022110268hbce14jre65f7oyyb96smhca,432846061,144.8321991,-37.66540146,2/11/2022 0:50,12.7,,4.4,,,5.1,13.3,,,,1008.5,,57,0.0,0.0,,16.0,247.5,26.0,247.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221102rhh6jsn4kee65f7oyyb96smhca,432846061,144.8321991,-37.66540146,2/11/2022 1:50,12.9,,3.8,,,5.1,14.2,,,,1008.6,,54,0.0,0.0,,15.0,270.0,26.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221102sw6z1qn4mee65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,2/11/2022 2:50,12.3,,6.4,,,5.1,14.2,,,,1009.0,,67,0.0,0.2,,18.0,270.0,29.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221102rtr7nn44cce65f7oyyb96smhca,432846061,144.8321991,-37.66540146,2/11/2022 3:50,14.4,,4.4,,,5.1,14.6,,,,1008.6,,51,0.0,0.2,,17.0,270.0,29.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221102p6kar1n4pce65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,2/11/2022 4:50,13.0,,5.2,,,5.1,14.9,,,,1009.0,,59,0.0,0.2,,22.0,247.5,29.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221102znc87h44qce65f7oyyb96smhca,432846061,144.8321991,-37.66540146,2/11/2022 5:50,12.7,,5.4,,,5.1,14.9,,,,1009.4,,61,0.0,0.2,,17.0,247.5,29.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221102rkhzz144xoe65f7oyyb96smhca,432846061,144.8321991,-37.66540146,2/11/2022 6:50,12.1,,7.2,,,5.1,14.9,,,,1009.8,,72,0.0,0.2,,11.0,270.0,29.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221102p7dwui44ooe65f7oyyb96smhca,432846061,144.8321991,-37.66540146,2/11/2022 7:50,12.5,,6.3,,,12.1,14.9,,,,1010.2,,66,0.0,0.2,,14.0,270.0,29.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221102ygh6dx44twe65f7oyyb96smhca,432846061,144.8321991,-37.66540146,2/11/2022 8:50,12.6,,6.9,,,12.1,14.9,,,,1010.8,,68,0.0,0.2,,11.0,292.5,29.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
20221102ohaxowk41we65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,2/11/2022 9:50,10.7,,7.0,,,10.6,14.9,,,,1011.3,,78,0.0,0.2,,12.0,292.5,29.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
202211029ytmos14uwe65f7oyyb96sptcr,432846061,144.8321991,-37.66540146,2/11/2022 10:50,11.4,,6.9,,,10.4,14.9,,,,1012.1,,74,0.0,0.2,,8.0,315.0,29.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma_nov.csv,01_ma_nov.csv
