id,night_lst,night_suhi,day_lst,day_suhi
11938,20.56158242070,2.46158242226,33.70741870640,-1.04258129725
11939,20.68142723650,2.58142723143,35.83114665950,1.08114666780
11940,19.75492607710,1.65492603183,38.44322930260,3.69322929870
11941,19.46830681870,1.36830680817,37.71707088330,2.96707087623
11942,18.51661912310,0.41661912700,37.51341515400,2.76341515644
11943,18.86170432560,0.76170431729,36.11595298900,1.36595298790
11944,19.26235006940,1.16235009332,37.69451717700,2.94451717355
11945,18.90584110300,0.80584111018,36.95175953500,2.20175952646
11946,19.44164423630,1.34164417908,37.98343516380,3.23343515396
11947,19.60936209030,1.50936210155,37.74721698210,2.99721698869
11948,19.87826338500,1.77826337020,37.81964773840,3.06964773752
11949,19.80018594240,1.70018595457,37.45711489580,2.70711487399
11950,20.21269872150,2.11269875367,38.04177210340,3.29177210006
11951,20.49658817900,2.39658817649,38.43783327460,3.68783327124
11952,20.36917839810,2.26917839050,38.13716304420,3.38716304302
11953,20.90704482230,2.80704480410,37.57470781300,2.82470782068
11954,20.81870664120,2.71870660782,38.07992577220,3.32992577011
11955,20.39020574700,2.29020573199,35.08837356170,0.33837355961
11956,19.45770624050,1.35770624876,31.97444173040,-2.77555825731
11957,19.71018156440,1.61018155681,35.85520408730,1.10520408766
11958,19.39289712230,1.29289710522,32.96767948250,-1.78232051906
11959,19.16373280160,1.06373278971,35.98435435710,1.23435435884
11960,18.78923399290,0.68923399846,34.63167198040,-0.11832802497
11961,19.44620794180,1.34620792419,34.60862775580,-0.14137224228
11962,20.16776082300,2.06776076555,33.67272652320,-1.07727347585
11963,20.42118355830,2.32118353993,33.66548538460,-1.08451461288
11964,19.26393790450,1.16393790642,34.89218953960,0.14218953957
11965,18.96008952020,0.86008952186,34.80372093780,0.05372094148
11966,18.40381260480,0.30381260067,32.89446159820,-1.85553840074
11967,18.52913638220,0.42913638521,33.55415071550,-1.19584928525
11968,18.27734057050,0.17734056711,31.95512228440,-2.79487772421
11969,19.17744826770,1.07744825259,36.35309244520,1.60309243171
11970,19.35285825690,1.25285824140,36.79602694020,2.04602695214
11971,19.47965379780,1.37965381145,37.51512858530,2.76512856646
11972,20.37960302180,2.27960296472,34.33383213760,-0.41616785854
11973,20.51590291220,2.41590292007,34.37149524860,-0.37850475276
11974,19.50603963010,1.40603965521,34.49080739730,-0.25919260833
11975,20.31509052490,2.21509052813,33.06021236630,-1.68978762898
11976,19.73395768080,1.63395770391,36.85683066710,2.10683065924
11977,20.07780991050,1.97780992091,35.64753617320,0.89753617148
11978,19.75115499760,1.65115500490,35.45875548870,0.70875548999
11979,19.56836087850,1.46836089343,31.02571773350,-3.72428225421
11980,18.64475669510,0.54475671053,29.29314137560,-5.45685860786
11981,19.22941477310,1.12941477448,35.00943993190,0.25943992639
11982,18.86738999500,0.76738997301,33.48393652490,-1.26606347344
