buffer_id,lst_mean
1,37.06549256030
2,36.55738413760
3,36.52062289790
4,36.51827726650
5,36.56805065210
6,36.53476334280
7,37.09723646420
8,36.65351108070
9,36.31865682290
10,36.85578914780
11,37.42300808870
12,37.71016686640
13,37.65897699550
14,37.33064534020
15,37.85212795340
16,38.76117618910
17,39.74735307150
18,37.20570194310
19,36.93432909460
20,34.69726480010
21,35.03752527210
22,34.35214689230
23,34.71766824120
24,34.98534553780
25,35.25788607750
26,35.40293925110
27,35.70914684550
28,36.09297906960
29,36.20294947140
30,35.93522422430
31,35.54217597770
32,35.68983888400
33,36.04660527070
34,35.72489451950
35,36.05255992210
36,35.97033834310
37,36.18825092000
38,36.60303775820
39,36.58166582690
40,36.16341753070
41,35.73141956800
42,35.35359633170
43,35.01965441670
44,34.71800958010
45,34.86230031990
46,35.41313114950
47,35.10897142270
48,34.98551404830
49,33.88785682420
50,35.27232940710
51,35.91984519410
52,33.01034271790
53,32.90994661620
54,32.81261029730
55,32.80252498520
56,32.81020200220
57,33.14679528350
58,33.01584947260
59,33.13236276220
60,33.50220129190
61,32.96072595720
62,32.54963662150
63,32.39846429090
64,33.42482967740
65,33.88688423850
66,34.38167965160
67,34.16929904900
68,34.65364034440
69,34.76978576510
70,35.54324175510
71,37.30489098830
72,33.56094775780
