hex_id,gridcode,area
347,9,4.059401577
348,9,2.358154156
349,9,2.987452434
350,9,4.059400494
351,9,3.877277858
352,9,3.217333201
353,9,2.955856995
354,9,3.85020879
355,9,3.466982356
356,9,3.841932706
357,9,3.354497425
358,9,4.029847924
359,9,3.543372509
360,9,3.861970438
361,9,1.480796115
362,14,3.346531712
363,14,4.059398619
364,14,4.059399702
365,14,4.059399702
366,14,2.1447072
367,12,3.112884146
368,12,3.057480533
369,12,3.970531335
370,12,3.122362583
371,1,2.466301972
372,1,2.217997541
373,8,2.307754471
374,12,3.768359681
375,14,2.951827994
376,14,3.98891084
377,12,2.178064409
378,12,4.059399702
379,12,3.76878598
380,12,3.643530271
381,12,3.911810145
382,12,2.138333191
383,8,3.018588344
384,8,3.044434862
385,8,3.398782892
386,12,4.059400784
387,12,4.050886876
388,17,2.280509113
389,12,2.795359601
390,12,1.959533923
391,12,3.674985373
392,17,1.788663334
393,12,4.039439837
394,12,3.290327566
395,12,2.693922763
396,8,1.701754207
397,8,4.020725769
398,8,3.676497461
399,17,1.70925088
400,17,4.027763028
401,14,2.079873761
402,17,2.889250607
403,12,2.176431145
404,12,2.183830078
405,12,2.520308964
406,12,2.919557344
407,12,3.830193864
408,12,3.077991844
409,12,2.405300888
410,12,3.586510888
411,14,3.302234969
412,12,2.364538944
413,14,3.95040332
414,14,2.120313848
415,14,2.846236908
416,12,3.023574338
417,17,2.372939334
418,17,4.059398619
419,17,4.059400784
420,17,4.059398619
421,17,4.059398619
422,17,4.059399702
423,17,4.059399702
424,17,4.059398619
425,17,4.059398619
426,17,4.059399702
427,17,4.059399702
428,17,4.059398619
429,17,4.059398619
430,17,4.059400784
431,17,4.059398619
432,17,4.059398619
433,17,4.059399702
434,17,4.059399702
435,17,4.059398619
436,17,4.059398619
437,17,4.059399702
438,17,4.059399702
439,17,4.059398619
440,17,4.059398619
441,17,4.059400784
442,17,4.059398619
443,17,4.059398619
444,17,4.059399702
445,17,4.059399702
446,17,4.059398619
447,17,4.059398619
448,17,4.059399702
449,17,4.059399702
450,17,4.059398619
451,17,4.059398619
452,17,4.059400784
453,17,4.059398619
454,17,4.059398619
455,17,4.059399702
456,17,4.059399702
457,17,4.059398619
458,17,4.059398619
459,17,4.059399702
460,17,4.059399702
461,17,4.059398619
462,17,4.059398619
463,17,4.059400784
464,17,4.059398619
465,17,4.059398619
466,17,4.059399702
467,17,4.059399702
468,17,4.059398619
469,17,4.059398619
470,17,4.059399702
471,17,4.059399702
472,17,4.059398619
473,17,4.059398619
474,17,4.059400784
475,17,4.059398619
476,17,4.059398619
477,17,4.059399702
478,17,4.059399702
479,17,4.059398619
480,17,4.059398619
481,17,4.059399702
482,17,4.059399702
483,17,4.059398619
484,17,4.059398619
485,17,4.059400784
486,17,4.059398619
487,17,4.059398619
488,17,4.059399702
489,17,4.059399702
490,17,4.059398619
491,17,4.059398619
492,17,4.059399702
493,17,4.059399702
494,17,4.059398619
495,17,4.059398619
496,17,4.059400784
497,17,4.059398619
498,17,4.059398619
499,17,4.059399702
500,17,4.059399702
501,17,4.059398619
502,17,4.059398619
503,17,4.059399702
504,17,4.059399702
505,17,4.059398619
506,17,4.059399702
507,17,4.059399702
508,17,4.059398619
509,17,4.059398619
510,17,4.059399702
511,17,4.059399702
512,17,4.059398619
513,17,4.059398619
514,17,4.059399702
515,17,4.059399702
516,17,4.059398619
517,17,4.059399702
518,17,4.059399702
519,17,4.059398619
520,17,4.059398619
521,17,4.059399702
522,17,4.059399702
523,17,4.059398619
524,17,4.059398619
525,17,4.059399702
526,17,4.059399702
527,17,4.059398619
528,17,4.059399702
529,17,4.059399702
530,17,4.059398619
531,17,4.059398619
532,17,4.059399702
533,17,4.059399702
534,17,4.059398619
535,17,4.059398619
536,17,4.059399702
537,17,4.059399702
538,17,4.059398619
539,17,4.059399702
540,17,4.059399702
541,17,4.059398619
542,17,4.059398619
543,17,4.059399702
544,17,4.059399702
545,17,4.059398619
546,17,4.059398619
547,17,4.059399702
548,17,4.059399702
549,17,4.059398619
550,17,4.059399702
551,17,4.059399702
552,17,4.059398619
553,17,4.059398619
554,17,4.059399702
555,17,4.059399702
556,17,4.059398619
557,17,4.059398619
558,17,4.059399702
559,17,4.059399702
560,17,4.059398619
561,17,4.059399702
562,17,4.059399702
563,17,4.059398619
564,17,4.059398619
565,17,4.059399702
566,17,4.059399702
567,17,4.059398619
568,17,4.059398619
569,17,4.059399702
570,17,4.059399702
571,17,4.059398619
572,17,4.059399702
573,17,4.059399702
574,17,4.059398619
575,17,4.059398619
576,17,4.059399702
577,17,1.508188441
578,8,2.230593441
579,3,2.084531909
580,3,2.215707644
581,8,2.245195
582,3,3.077905631
583,8,2.329050746
584,3,3.809389067
585,3,3.493071781
586,12,1.939353113
587,6,2.854350573
588,3,2.069996943
589,6,3.680563278
590,6,1.576674921
591,8,1.921003591
592,8,1.649750824
593,6,3.673091259
594,6,2.211312923
595,3,2.16616826
596,3,2.077166442
597,3,2.206390077
598,6,1.5167242570000001
599,6,4.059399702
600,6,4.059398619
601,6,4.059398619
602,6,3.386087612
603,6,2.518871293
604,6,4.048536352
605,6,2.380788708
606,3,1.985185175
607,8,2.068164046
608,8,2.291374068
609,8,3.140517784
610,8,4.059399702
611,8,3.789675366
612,8,4.021059294
613,8,4.059399702
614,8,4.059399702
615,8,4.059398619
616,8,4.05569831
617,8,2.501949423
618,8,4.059398619
619,8,4.059398619
620,8,4.059399702
621,14,1.618948804
622,12,1.56370818
623,8,3.925211214
624,8,2.378744168
625,8,2.869935709
626,6,1.797707989
627,6,3.177849048
628,6,1.871937012
629,6,4.058856848
630,6,3.302453721
631,6,4.059399702
632,6,3.646518221
633,12,3.1119242779999996
634,12,1.576863321
635,8,3.848190077
636,8,4.059399702
637,8,1.893044789
638,8,2.110399735
639,6,3.932499487
640,6,2.428876317
641,6,3.272667629
642,6,3.886249114
643,6,4.059399702
644,6,4.059398619
645,6,4.059398619
646,6,4.059399702
647,6,2.763634201
648,6,1.67398924
649,6,3.986135098
650,6,3.946031233
651,6,3.605977337
652,6,4.059398619
653,6,3.613902638
654,8,2.387212341
655,8,4.059398619
656,8,2.176848294
657,9,2.233959035
658,8,4.059399702
659,8,3.925872054
660,8,4.059399702
661,8,4.059399702
662,8,3.756014465
663,8,2.527062861
664,8,3.367506444
665,3,1.797794298
666,8,3.524885451
667,8,2.375642092
668,6,2.578232946
669,6,2.134638935
670,6,2.722294373
671,6,4.059399702
672,6,2.45822645
673,9,2.5918942730000003
674,12,1.78450557
675,6,2.186225483
676,6,3.438664409
677,6,3.902623017
678,6,4.059398619
679,6,4.059399702
680,6,2.124015575
681,6,2.675556587
682,6,4.059399702
683,6,2.873873407
684,6,2.180067995
685,9,1.573230158
686,6,3.615544404
687,6,4.059399702
688,6,4.057858212
689,6,4.059398619
690,6,2.895556229
691,6,2.453241444
692,6,4.059398619
693,6,4.059399702
694,6,1.915538456
695,14,1.976109316
696,9,2.753190109
697,9,3.058009253
698,9,3.156354769
699,9,3.084251533
700,9,3.765411722
701,9,2.253709618
702,9,3.513345868
703,9,3.37213552
704,9,3.8061158
705,9,3.620569951
706,9,3.272769309
707,9,4.059398619
708,9,4.056220691
709,9,2.61302557
710,12,2.355559152
711,9,3.991691775
712,9,3.289828251
713,9,3.204547155
714,9,2.737475348
715,9,4.059399702
716,9,3.865219849
717,9,4.059398619
718,9,3.809104469
719,9,4.012816879
720,9,3.110613959
721,9,2.364000995
722,12,3.191585892
723,14,3.347222359
724,14,4.059400494
725,14,4.059399702
726,14,4.059401577
727,14,3.976526791
728,12,3.081504339
729,12,3.207642169
730,12,3.247265661
731,12,3.529951104
732,12,2.811701031
733,12,2.278828545
734,14,2.479718719
735,8,1.305328412
736,12,1.851948319
737,14,2.118957536
738,12,3.528405329
739,12,4.056719376
740,12,3.74857404
741,12,3.475669501
742,12,3.8500608
743,8,3.629754539
744,8,3.941039043
745,8,3.698511672
746,8,3.794496764
747,8,1.506161
748,12,4.058030358
749,12,3.870132731
750,12,3.167259752
751,12,4.059399702
752,12,3.6732831
753,12,4.059398619
754,12,3.482086048
755,12,2.640156784
756,14,2.587606792
757,12,2.233168469
758,8,1.5038997319999998
759,8,1.828035152
760,8,2.847636654
761,14,3.790545045
762,14,2.629118452
763,14,2.16504919
764,14,3.8763505
765,14,2.1761934220000003
766,14,3.553171824
767,12,2.631063127
768,14,3.582471
769,14,3.14926461
770,14,4.059400494
771,14,4.059398619
772,14,4.059401577
773,14,4.059399702
774,14,3.864347139
775,12,2.572462018
776,14,3.112095172
777,12,3.896503069
778,12,2.898863505
779,17,3.944166259
780,17,3.959600552
781,17,4.059398619
782,17,4.059400494
783,17,4.059399702
784,17,4.059401577
785,17,4.059398619
786,17,4.059400494
787,17,4.059399702
788,17,4.059401577
789,17,4.059398619
790,17,4.059400494
791,17,4.059400784
792,17,4.059400494
793,17,4.059398619
794,17,4.059401577
795,17,4.059399702
796,17,4.059400494
797,17,4.059398619
798,17,4.059401577
799,17,4.059399702
800,17,4.059400494
801,17,4.059398619
802,17,4.059402659
803,17,4.059398619
804,17,4.059400494
805,17,4.059399702
806,17,4.059401577
807,17,4.059398619
808,17,4.059400494
809,17,4.059399702
810,17,4.059401577
811,17,4.059398619
812,17,4.059400494
813,17,4.059400784
814,17,4.059400494
815,17,4.059398619
816,17,4.059401577
817,17,4.059399702
818,17,4.059400494
819,17,4.059398619
820,17,4.059401577
821,17,4.059399702
822,17,4.059400494
823,17,4.059398619
824,17,4.059402659
825,17,4.059398619
826,17,4.059400494
827,17,4.059399702
828,17,4.059401577
829,17,4.059398619
830,17,4.059400494
831,17,4.059399702
832,17,4.059401577
833,17,4.059398619
834,17,4.059400494
835,17,4.059400784
836,17,4.059400494
837,17,4.059398619
838,17,4.059401577
839,17,4.059399702
840,17,4.059400494
841,17,4.059398619
842,17,4.059401577
843,17,4.059399702
844,17,4.059400494
845,17,4.059398619
846,17,4.059402659
847,17,4.059398619
848,17,4.059400494
849,17,4.059399702
850,17,4.059401577
851,17,4.059398619
852,17,4.059400494
853,17,4.059399702
854,17,4.059401577
855,17,4.059398619
856,17,4.059400494
857,17,4.059400784
858,17,4.059400494
859,17,4.059398619
860,17,4.059401577
861,17,4.059399702
862,17,4.059400494
863,17,4.059398619
864,17,4.059401577
865,17,4.059399702
866,17,4.059400494
867,17,4.059399702
868,17,4.059401577
869,17,4.059398619
870,17,4.059400494
871,17,4.059399702
872,17,4.059401577
873,17,4.059398619
874,17,4.059400494
875,17,4.059399702
876,17,4.059401577
877,17,4.059398619
878,17,4.059401577
879,17,4.059399702
880,17,4.059400494
881,17,4.059398619
882,17,4.059401577
883,17,4.059399702
884,17,4.059400494
885,17,4.059398619
886,17,4.059401577
887,17,4.059399702
888,17,4.059400494
889,17,4.059399702
890,17,4.059401577
891,17,4.059398619
892,17,4.059400494
893,17,4.059399702
894,17,4.059401577
895,17,4.059398619
896,17,4.059400494
897,17,4.059399702
898,17,4.059401577
899,17,4.059398619
900,17,4.059401577
901,17,4.059399702
902,17,4.059400494
903,17,4.059398619
904,17,4.059401577
905,17,4.059399702
906,17,4.059400494
907,17,4.059398619
908,17,4.059401577
909,17,4.059399702
910,17,4.059400494
911,17,4.059399702
912,17,4.059401577
913,17,4.059398619
914,17,4.059400494
915,17,4.059399702
916,17,4.059401577
917,17,4.059398619
918,17,4.059400494
919,17,4.059399702
920,17,4.059401577
921,17,4.059398619
922,17,4.059401577
923,17,4.059399702
924,17,4.059400494
925,17,4.059398619
926,17,4.059401577
927,17,4.059399702
928,17,4.059400494
929,17,4.059398619
930,17,4.059401577
931,17,4.059399702
932,17,4.059400494
933,17,4.059399702
934,17,4.059401577
935,17,4.059398619
936,17,3.89484252
937,17,3.674870435
938,6,2.299372886
939,6,2.932128387
940,3,2.782128098
941,3,3.201211177
942,3,3.378727426
943,3,3.630125294
944,3,1.348520237
945,3,3.280151951
946,3,2.392823353
947,6,1.60030742
948,6,3.866267586
949,6,3.250246127
950,6,4.059400494
951,6,4.009173001
952,6,4.059401577
953,6,4.059399702
954,6,4.059400494
955,6,3.674096317
956,8,1.5742904169999998
957,6,1.427479439
958,8,1.636191121
959,6,3.849893987
960,6,2.296789274
961,6,2.268621158
962,6,2.884774465
963,6,3.023524824
964,6,3.806788579
965,6,4.059398619
966,6,2.284246134
967,8,3.62770845
968,8,3.922328576
969,8,4.046494399
970,8,4.059401577
971,8,3.461167919
972,8,3.902130241
973,8,2.21928454
974,14,3.111554454
975,8,4.044631905
976,8,2.908246268
977,8,1.897518457
978,9,2.155758206
979,8,4.059398619
980,8,4.059400494
981,8,3.622433979
982,9,2.368260461
983,8,2.618325965
984,8,3.584044487
985,8,2.396394393
986,6,2.64702924
987,6,3.388137676
988,6,4.059401577
989,6,4.059399702
990,6,3.815312481
991,6,4.059398619
992,6,3.285456467
993,9,1.768162141
994,9,2.897979139
995,8,1.830487108
996,8,3.592046449
997,8,2.858786516
998,9,2.7659840609999997
999,6,3.348816677
1000,6,4.059401577
1001,6,4.059398619
1002,6,4.059400494
1003,6,4.059399702
1004,6,4.059401577
1005,6,4.059398619
1006,6,3.018676547
1007,6,4.059399702
1008,6,2.67161699
1009,9,2.191217092
1010,6,4.012606386
1011,6,3.602943906
1012,8,2.712038787
1013,6,2.051548947
1014,9,3.33653353
1015,8,2.007438241
1016,8,3.987035959
1017,8,3.717782294
1018,9,3.154963589
1019,9,2.095321371
1020,6,2.589581069
1021,8,3.471523978
1022,8,2.916030953
1023,6,2.161493774
1024,6,2.385249739
1025,6,3.640844986
1026,8,2.565767944
1027,8,2.553676732
1028,8,3.011526926
1029,8,3.475874721
1030,8,2.814760812
1031,6,2.637791733
1032,6,3.309490084
1033,6,4.006876981
1034,9,2.0261881649999998
1035,9,3.160148206
1036,9,1.4690919930000002
1037,6,3.879674664
1038,9,1.974845972
1039,6,3.994178368
1040,6,3.473211707
1041,6,3.351049557
1042,6,3.772508375
1043,6,3.599849526
1044,9,1.4639569360000002
1045,12,1.870998298
1046,6,3.529451181
1047,6,3.956531895
1048,6,4.042776909
1049,6,2.475985451
1050,6,3.984856458
1051,6,2.964931107
1052,6,3.993101204
1053,6,4.059398619
1054,6,4.059401577
1055,6,3.297329358
1056,9,3.029423231
1057,12,2.469585311
1058,12,2.3610653389999996
1059,9,2.801836019
1060,12,3.138722772
1061,12,2.968769149
1062,9,2.490700069
1063,14,2.057700359
1064,12,2.648290255
1065,9,3.376947951
1066,9,4.059401577
1067,9,4.059398619
1068,9,3.272988135
1069,9,4.059399702
1070,9,4.059401577
1071,9,4.059398619
1072,9,3.500421952
1073,9,1.997171591
1074,9,2.980122327
1075,9,3.262063205
1076,9,3.763326676
1077,9,4.059399702
1078,9,2.249675865
1079,9,3.664433204
1080,9,3.591392362
1081,9,3.196408777
1082,9,2.407617496
1083,12,4.059398619
1084,14,3.347914553
1085,14,4.059398619
1086,14,4.059401577
1087,14,4.059399702
1088,14,4.059400494
1089,14,2.79268117
1090,12,3.695248264
1091,14,2.490533313
1092,12,2.065229534
1093,14,3.491902927
1094,14,2.687597338
1095,12,2.321354694
1096,12,2.437660784
1097,12,4.059400784
1098,12,2.613408692
1099,12,3.0044905
1100,14,2.434964792
1101,12,2.335168851
1102,12,4.045415867
1103,12,3.750171103
1104,8,3.941411588
1105,8,2.133415247
1106,8,3.940427415
1107,12,3.778563805
1108,12,2.543467863
1109,14,3.601066521
1110,14,2.055849258
1111,14,3.742980396
1112,12,2.9519116
1113,14,3.600621574
1114,12,2.916378572
1115,14,3.033657863
1116,14,3.299450918
1117,14,4.059398619
1118,14,2.2195535580000003
1119,8,1.54182643
1120,14,2.235940596
1121,14,2.682021934
1122,8,3.669213177
1123,14,2.559900562
1124,14,3.898384836
1125,14,3.948607831
1126,14,4.059401577
1127,14,4.059399702
1128,14,4.059400494
1129,14,4.059398619
1130,14,4.059402659
1131,14,4.059398619
1132,14,4.059400494
1133,14,4.059399702
1134,14,4.059401577
1135,14,3.367076212
1136,12,2.54085577
1137,12,1.841309108
1138,14,2.384311793
1139,14,2.895992321
1140,12,3.283667169
1141,17,2.29877781
1142,17,4.059400494
1143,17,1.9807146
1144,17,3.925929435
1145,17,3.864479425
1146,17,4.059400494
1147,17,4.059398619
1148,17,4.059401577
1149,17,4.059399702
1150,17,4.059400494
1151,17,4.059398619
1152,17,4.059402659
1153,17,4.059398619
1154,17,4.059400494
1155,17,4.059399702
1156,17,4.059401577
1157,17,4.059398619
1158,17,4.059400494
1159,17,4.059399702
1160,17,4.059401577
1161,17,4.059398619
1162,17,4.059400494
1163,17,4.059400784
1164,17,4.059400494
1165,17,4.059398619
1166,17,4.059401577
1167,17,4.059399702
1168,17,4.059400494
1169,17,4.059398619
1170,17,4.059401577
1171,17,4.059399702
1172,17,4.059400494
1173,17,4.059398619
1174,17,4.059402659
1175,17,4.059398619
1176,17,4.059400494
1177,17,4.059399702
1178,17,4.059401577
1179,17,4.059398619
1180,17,4.059400494
1181,17,4.059399702
1182,17,4.059401577
1183,17,4.059398619
1184,17,4.059400494
1185,17,4.059400784
1186,17,4.059400494
1187,17,4.059398619
1188,17,4.059401577
1189,17,4.059399702
1190,17,4.059400494
1191,17,4.059398619
1192,17,4.059401577
1193,17,4.059399702
1194,17,4.059400494
1195,17,4.059398619
1196,17,4.059402659
1197,17,4.059398619
1198,17,4.059400494
1199,17,4.059399702
1200,17,4.059401577
1201,17,4.059398619
1202,17,4.059400494
1203,17,4.059399702
1204,17,4.059401577
1205,17,4.059398619
1206,17,4.059400494
1207,17,4.059400784
1208,17,4.059400494
1209,17,4.059398619
1210,17,4.059401577
1211,17,4.059399702
1212,17,4.059400494
1213,17,4.059398619
1214,17,4.059401577
1215,17,4.059399702
1216,17,4.059400494
1217,17,4.059398619
1218,17,4.059402659
1219,17,4.059398619
1220,17,4.059400494
1221,17,4.059399702
1222,17,4.059401577
1223,17,4.059398619
1224,17,4.059400494
1225,17,4.059399702
1226,17,4.059401577
1227,17,4.059398619
1228,17,4.059401577
1229,17,4.059399702
1230,17,4.059400494
1231,17,4.059398619
1232,17,4.059401577
1233,17,4.059399702
1234,17,4.059400494
1235,17,4.059398619
1236,17,4.059401577
1237,17,4.059399702
1238,17,4.059400494
1239,17,4.059399702
1240,17,4.059401577
1241,17,4.059398619
1242,17,4.059400494
1243,17,4.059399702
1244,17,4.059401577
1245,17,4.059398619
1246,17,4.059400494
1247,17,4.059399702
1248,17,4.059401577
1249,17,4.059398619
1250,17,4.059401577
1251,17,4.059399702
1252,17,4.059400494
1253,17,4.059398619
1254,17,4.059401577
1255,17,4.059399702
1256,17,4.059400494
1257,17,4.059398619
1258,17,4.059401577
1259,17,4.059399702
1260,17,4.059400494
1261,17,4.059399702
1262,17,4.059401577
1263,17,4.059398619
1264,17,4.059400494
1265,17,4.059399702
1266,17,4.059401577
1267,17,4.059398619
1268,17,4.059400494
1269,17,4.059399702
1270,17,4.059401577
1271,17,4.059398619
1272,17,4.059401577
1273,17,4.059399702
1274,17,4.059400494
1275,17,4.059398619
1276,17,4.059401577
1277,17,4.059399702
1278,17,4.059400494
1279,17,4.059398619
1280,17,4.059401577
1281,17,4.059399702
1282,17,4.059400494
1283,17,4.059399702
1284,17,4.059401577
1285,17,4.059398619
1286,17,4.059400494
1287,17,4.059399702
1288,17,4.059401577
1289,17,4.059398619
1290,17,4.059400494
1291,17,4.059399702
1292,17,4.059401577
1293,17,4.059398619
1294,17,4.059401577
1295,17,4.059399702
1296,17,3.963368476
1297,8,1.962607206
1298,3,1.961617513
1299,3,2.287460114
1300,12,1.658913594
1301,3,1.804170516
1302,6,1.525508378
1303,6,1.94850051
1304,3,1.810782058
1305,6,2.420187665
1306,3,2.921135253
1307,6,2.684205483
1308,6,4.059400494
1309,6,4.059399702
1310,6,4.059401577
1311,6,4.059398619
1312,6,4.059400494
1313,6,1.937360121
1314,6,3.366999348
1315,6,4.059398619
1316,6,2.920863819
1317,6,2.4687733
1318,8,2.2435464880000002
1319,8,2.161508914
1320,6,2.367394922
1321,8,1.432799879
1322,6,3.493560909
1323,6,3.352621208
1324,8,2.341078607
1325,6,4.047318844
1326,6,3.946413577
1327,3,1.6821309480000002
1328,3,2.402942608
1329,9,2.30382408
1330,8,3.308647947
1331,8,4.059399702
1332,8,3.892428747
1333,14,2.915953941
1334,14,2.497291988
1335,14,3.303262301
1336,8,2.264202378
1337,12,2.958453079
1338,12,2.547426261
1339,14,1.923345838
1340,8,3.380716579
1341,8,3.473501004
1342,8,2.818042127
1343,14,1.9212678040000002
1344,9,2.708569573
1345,3,1.705945501
1346,8,2.443821433
1347,6,3.034147421
1348,6,4.059400494
1349,6,4.059399702
1350,6,3.19961166
1351,6,2.767056096
1352,9,1.752136143
1353,6,3.25295917
1354,9,1.847943941
1355,9,2.741053494
